jingle,ji___le,/ˈdʒɪŋɡl/,"[sound:jingle noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","a short song or tune that is easy to remember and is used in advertising on radio or television&nbsp;<div><i><font color=""#0000ff"">(bài nhạc vui nhộn, dễ nhớ dùng trong quảng cáo)</font></i></div>",<div>Chúng tôi là những con bò vui nhộn. Chúng tôi là những con bò hạnh phúc (Đã có sữa tươi Vinamikl nguyên chất một trăm phần trăm)</div><div><br /></div>[sound:Những con bò vui nhộn Vinamilk Lyric Loi bai hat _ hXmVUEOr-L.mp3],"<img src=""1280x720-Zks.jpg"" />",
manufacturer,ma_________er,/ˌmænjuˈfæktʃərər/,"[sound:manufacturer noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary.mp3]","<div>a person or company that produces goods in large quantities</div><i><font color=""#0000ff"">(nhà sản xuất, đơn vị sản xuất)</font></i>",<div>a car/computer manufacturer</div><div>Always follow the manufacturer's instructions.</div><div>Faulty goods should be returned to the manufacturers.</div>,"<img src=""foxconn_2487474b.jpg"" />",
marketing,ma____ing,/ˈmɑːrkɪtɪŋ/,"[sound:marketing noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at.mp3]","the activity of presenting, advertising and selling a company’s products or services in the best possible way&nbsp;<div><i><font color=""#0000ff"">(sự tiếp thị)</font></i></div>",<div>a marketing campaign</div><div>She works in sales and marketing.</div><div>Persuasion is one of the most valuable skills in marketing.</div>,"<img src=""20160729045612-shutterstock-309116819.jpeg"" />",
online retailer,online re_____er,,[sound:online retailer.mp3],"<i><font color=""#0000ff"">nhà bán lẻ qua mạng</font></i>",,"<img src=""online retail.jpg"" />",
ploy,p__y,/plɔɪ/,"[sound:ploy noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Oxfo.mp3]","words or actions that are carefully planned to get an advantage over somebody else&nbsp;<div><i><font color=""#0000ff"">(mánh khóe, thủ đoạn)</font></i></div>",It was all a ploy to distract attention from his real aims.,"<img src=""paste-27277337296897.jpg"" />","<img src=""paste-31241592111105.jpg"" />"
rebate,re____e,/ˈriːbeɪt/,"[sound:rebate noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","<div>an amount of money that is returned to you, especially by the government, for example when you have paid too much tax</div><div><i><font color=""#0000ff"">(tiền bồi hoàn, tiền trả (sau thuế))</font></i></div>",<div>She’s claiming a 100% tax rebate.</div><div>The maximum cash rebate available is about $4 800.</div><div>rebates on the new council tax</div><div>You may be entitled to a rebate on your car insurance.</div>,"<img src=""GI_EE_RebateCash.jpg"" />","<img src=""paste-31645319036929.jpg"" />"
vendor,ve___or,&nbsp;/ˈvendər/<!--EndFragment-->,"[sound:vendor noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","a person who sells things<div><div><i><font color=""#0000ff"">(người bán hàng, thường là trên đường phố)</font></i></div></div>",street vendors<div>software vendors</div>,"<img src=""gaiyang0415vendor-6l.jpg"" />","<img src=""paste-34265249087489.jpg"" />"
catchy,ca___y,&nbsp;/ˈkætʃi/,"[sound:catchy adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary .mp3]","(of music or the words of an advertisement) pleasing and easily remembered<div><i><font color=""#0000ff"">(dễ nhớ, dễ thuộc (bài hát... ))</font></i></div>",a catchy tune/slogan<div><div>a song with catchy lyrics</div><div>a catchy name/slogan</div></div>,"<img src=""aid848337-728px-Write-a-Catchy-Song-Step-5.jpg"" />",
compelling,com_____ing,/kəmˈpelɪŋ/,"[sound:compelling adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","so strong that you must do something about it<div><i><font color=""#0000ff"">(hấp dẫn, thuyết phục)</font></i></div>",<div>compelling evidence</div><div>It's a fairly compelling argument for going.</div>,"<img src=""3-compelling-reasons-why-your-business-needs-a-social-media-policy.jpg"" />","<img src=""paste-4531190497281.jpg"" />"
distracting,dis_____ing,&nbsp;/dɪˈstræktɪŋ/,"[sound:distracting adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","<div>taking your attention away from what you are trying to do</div><div><i><font color=""#0000ff"">(làm mất tập trung)</font></i></div>",<div>distracting thoughts</div><div>a distracting noise</div>,"<img src=""istock_000006209895xsmall.jpg"" />",
disturbing,di____bing,&nbsp;/dɪˈstɜːrbɪŋ/,"[sound:disturbing adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","<div>making you feel anxious and upset or shocked</div><div><i><font color=""#0000ff"">(tạo cảm giác lo lắng, sợ hãi, hoặc sốc)</font></i></div>",<div>a disturbing piece of news</div><div>a profoundly disturbing experience</div>,"<img src=""paste-29532195127297.jpg"" />",
infuriating,inf_____ing,&nbsp;/ɪnˈfjʊrieɪtɪŋ/,"[sound:infuriating adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","<div>making you extremely angry</div><div><i><font color=""#0000ff"">(làm điên tiết, chọc điên tiết)</font></i></div>","<div>It's infuriating when people keep spelling your name wrong, isn't it?</div><div>It is infuriating to talk to someone who just looks out of the window.</div>","<img src=""paste-21547850924033.jpg"" />","<img src=""paste-6236292513793.jpg"" />"
invasive,inv___ve,&nbsp;/ɪnˈveɪsɪv/,"[sound:invasive adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","moving into all areas of something and difficult to stop<div><i><font color=""#0000ff"">(có tính xâm lược, xâm chiếm, xâm lấn)</font></i></div>",<div>an invasive disease</div><div>They treated the cancer with non-invasive methods/surgery (= not cutting into the body).</div>,"<img src=""paste-23257247907841.jpg"" />",
irritating,irr____ing,/ˈɪrɪteɪtɪŋ/,"[sound:irritating adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","<div>annoying, especially because of something somebody continuously does or something that continuously happens</div><div><i><font color=""#0000ff"">(làm phát cáu, chọc tức)</font></i></div>",<div>I found her extremely irritating.</div><div>an irritating habit</div>,"<img src=""annoying-habits-.jpg"" />",
monetary,mo____ary,/ˈmʌnɪteri/,"[sound:monetary adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","relating to the money in a country<div><i><font color=""#0000ff"">(liên quan đến tiền bạc)</font></i></div>",<div><div>monetary policy</div><div>monetary control</div><div>The monetary unit of the UK is the pound.</div></div>,"<img src=""paste-7632156884993 (1).jpg"" />",
persuasive,pe______ive,/pərˈsweɪsɪv/,"[sound:persuasive adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","able to persuade somebody to do or believe something<div><i><font color=""#0000ff"">(có tài thuyết phục, có sức thuyết phục, khiến tin theo, khiến nghe theo)</font></i></div>",<div>persuasive arguments</div><div>He can be very persuasive.</div><div>the persuasive power of advertising</div>,"<img src=""JCSweet-persuasive-words.jpg"" />","<img src=""paste-8074538516481 (1).jpg"" />"
promotional,pro_______nal,/prəˈmoʊʃənl/,"[sound:promotional adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","connected with advertising<div><i><font color=""#0000ff"">(liên quan đến quảng cáo (để bán hàng))</font></i></div>",promotional material,"<img src=""promotion-management.jpg"" />","<img src=""paste-8486855376897.jpg"" />"
repetitive,rep____ive,&nbsp;/rɪˈpetətɪv/,"[sound:repetitive adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","repeated many times&nbsp;<div><i><font color=""#0000ff"">(lặp đi lặp lại nhiều lần)</font></i></div>",a repetitive job/task,"<img src=""paste-8920647073793.jpg"" />","<img src=""paste-8933531975681.jpg"" />"
slick,sl__k,&nbsp;/slɪk/,"[sound:slick adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","done or made in a way that is clever and efficient but often does not seem to be sincere or lacks important ideas<div><i><font color=""#0000ff"">(tài tình, khéo léo, có điều đôi khi không trung thực hoặc thiếu sâu sắc)</font></i></div>",<div>a slick advertising campaign</div><div>a slick performance</div><div>It's that sort of slick sales talk that I mistrust.</div>,"<img src=""paste-27822798143489.jpg"" />",
inevitable,ine____ble,/ɪnˈevɪtəbl/,"[sound:inevitable adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","that you cannot avoid or prevent (synonym: unavoidable)<div><i><font color=""#0000ff"">(không thể tránh được, chắc chắn xảy ra, bất khả kháng)</font></i></div>",<div>It was an inevitable consequence of the decision.</div><div>It was inevitable that there would be job losses.</div><div>A rise in the interest rates seems inevitable.</div>,"<img src=""Is-memory-loss-inevitable-as-you-get-older-1280x565.png"" />","<img src=""paste-7138235645953.jpg"" />"
assure,as___re,&nbsp;/əˈʃʊr/,"[sound:assure verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","to tell somebody that something is definitely true or is definitely going to happen, especially when they have doubts about it<div><i><font color=""#0000ff"">(làm cho vững tâm, làm cho tin chắc, quả quyết, cam đoan)</font></i></div>","<div>You think I did it deliberately, but I assure you (that) I did not.</div><div>We were assured that everything possible was being done.</div>","<img src=""home_img1.jpg"" />","<img src=""paste-7593502179329 (1).jpg"" />"
cultivate,cu____ate,/ˈkʌltɪveɪt/,"[sound:cultivate verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at.mp3]","<div>to nurture and help grow</div><div><i><font color=""#0000ff"">(cày cấy, trồng trọt / trau dồi, tu dưỡng (trí tuệ... ))</font></i></div>",The land around here has never been cultivated.<div>He purposely tried to cultivate good relations with the press.</div>,"<img src=""Cultivate.jpg"" />","<img src=""paste-8173322764289 (1).jpg"" />"
entice,en___e,/ɪnˈtaɪs/,"[sound:entice verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","<div>to persuade someone to do something by offering them something pleasant</div><div><i><font color=""#0000ff"">(dụ dỗ, cám dỗ, lôi kéo, nhử vào bẫy)</font></i></div>",<div><div>The adverts entice the customer into buying things they don't really want.</div><div>People are being enticed away from the profession by higher salaries elsewhere.</div></div><div>A smell of coffee in the doorway enticed people to enter the shop.</div>,"<img src=""paste-8667244003329.jpg"" />","<img src=""paste-8688718839809.jpg"" />"
induce,in___ce,&nbsp;/ɪnˈduːs/,"[sound:induce verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","(formal) to persuade or influence somebody to do something<div><font color=""#0000ff""><i>(xui, xui khiến, tác động khiến ai đó làm việc gì đấy)</i></font></div>",Nothing would induce me to take the job.<div><div>drugs which induce sleep</div><div>a drug-induced coma</div></div>,"<img src=""paste-22123376541697.jpg"" />","<img src=""paste-11875584573441.jpg"" />"
oblige,o____ge,/əˈblaɪdʒ/,"[sound:oblige verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","&nbsp;to force someone to do something, or to make it necessary for someone to do something<div><i><font color=""#0000ff"">(bắt buộc, cưỡng bách; đặt nghĩa vụ cho)</font></i></div>",<div>The law obliges companies to pay decent wages to their employees.</div><div>The law does not obligate sellers to accept the highest offer.</div>,"<img src=""paste-28213640167425.jpg"" />","<img src=""paste-12472585027585.jpg"" />"
pressurise,pre_____ise,&nbsp;/ˈpreʃəraɪz/,"[sound:pressurize verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","to strongly persuade someone to do something they do not want to do,&nbsp;by making them feel that they have to or should do it<div><i><font color=""#0000ff"">(tao áp lực để thuyết phục ai đó làm gì đấy)</font></i></div>",<div>Stop trying to pressurize me!</div><div>She was pressurized into accepting the job.</div><div>She was pressurized into getting married.</div>,"<img src=""paste-28853590294529.jpg"" />","<img src=""paste-12897786789889.jpg"" />"
reassure,rea____re,/ˌriːəˈʃʊr/,"[sound:reassure verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at .mp3]","to say or do something that makes somebody less frightened or worried<div><i><font color=""#0000ff"">(trấn an, làm ai đó bớt lo lắng)</font></i></div>","They tried to reassure her, but she still felt anxious.<div>The doctor reassured him that there was nothing seriously wrong.</div>","<img src=""father-youngson-discussion.jpg"" />","<img src=""paste-14774687498241.jpg"" />"
tempt,t____pt,&nbsp;/tempt/,"[sound:tempt verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Oxf.mp3]","<div>to attract somebody or make somebody want to do or have something, even if they know it is wrong</div><div><i><font color=""#0000ff"">(cám dỗ, quyến rũ, nhử, làm thèm, gợi thèm)</font></i></div>",<div>I was tempted by the dessert menu.</div><div>Don't tempt thieves by leaving valuables clearly visible.</div><div>I was tempted to take the day off.</div>,"<img src=""food-temptation.jpg"" />","<img src=""paste-15174119456769.jpg"" />"
urge,u___e,&nbsp;/ɜːrdʒ/,"[sound:urge verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Oxfo.mp3]","to strongly advise or try to persuade someone to do a particular thing<div><i><font color=""#0000ff"">(thúc, thúc giục, giục giã /&nbsp;cố nài, cố gắng thuyết phục)</font></i></div>",<div>She urged him to stay.</div><div>Police are urging anyone who saw the accident to contact them immediately.</div>,"<img src=""5644933539_Woman_yelling_in_megaphone_xlarge.jpg"" />","<img src=""paste-4801773436929_1470756627995.jpg"" />"
breathtaking,bre_______ing,/ˈbreθteɪkɪŋ/&nbsp;,"[sound:breathtaking adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dicti.mp3]","extremely exciting, beautiful, or surprising<div><i><font color=""#0000ff"">(vô cùng hấp dẫn, ngoạn mục, bất ngờ)</font></i></div>",<div>a breathtaking view of the mountains</div><div>The scene was one of breathtaking beauty.</div>,"<img src=""MTI4OTg2MjQyODE2NzA5OTA2.jpg"" />","<img src=""paste-6008659247105.jpg"" />"
charming,ch_____ing,/ˈtʃɑːrmɪŋ/,"[sound:charming adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","very pleasant or attractive<div><i><font color=""#0000ff"">(đẹp, duyên dáng, yêu kiều; có sức quyến rũ, làm say mê, làm mê mẩn)</font></i></div>","<div>The cottage is tiny, but it's charming.</div><div>She's a charming person.</div><div>What a charming name.</div>","<img src=""paste-6760278523907.jpg"" />","<img src=""paste-6824703033345.jpg"" />"
comfortable,co________ble,/ˈkʌmftəbl/,"[sound:comfortable adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","<i><font color=""#0000ff"">dễ chịu, thoải mái, khoan khoái</font></i>",<div>It's such a comfortable bed.</div><div>These new shoes are not very comfortable.</div><div>Please make yourself comfortable while I get some coffee.</div>,"<img src=""comfortable-1.jpg"" />",
dramatic,dr______tic,/drəˈmætɪk/,"[sound:dramatic adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","(of a change, an event, etc.) sudden, very great and often surprising<i><font color=""#0000ff""> (đột ngột)</font></i><div>exciting and impressive <i><font color=""#0000ff"">(kịch tích, gay cấn)</font></i><div>exaggerated in order to create a special effect and attract people’s attention <i><font color=""#0000ff"">(cường điệu hóa để thu hút sự chú ý)</font></i></div></div>",a dramatic increase/fall/change/improvement<div>a dramatic victory</div><div>He flung out his arms in a dramatic gesture.</div><div>Don't be so dramatic!</div>,"<img src=""dramatic.jpg"" />",
magnificent,ma_______ent,/mæɡˈnɪfɪsnt/,"[sound:magnificent adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","extremely attractive and impressive; deserving praise<div><i><font color=""#0000ff"">(tráng lệ, nguy nga, lộng lẫy, ấn tượng, cừ khôi)</font></i></div>",<div>The Taj Mahal is a magnificent building.</div><div>She looked magnificent in her wedding dress.</div><div>You've all done a magnificent job.</div>,"<img src=""paste-8327941586945.jpg"" />","<img src=""paste-8340826488833.jpg"" />"
memorable,me______ble,/ˈmemərəbl/,"[sound:memorable adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictiona.mp3]","special, good or unusual and therefore worth remembering or easy to remember<div><i><font color=""#0000ff"">(đáng ghi nhớ, không thể quên được)</font></i></div>",<div>a truly memorable occasion</div><div>The city is memorable for its fantastic beaches.</div><div>Her novels are full of memorable characters.</div>,"<img src=""3-ways-to-take-memorable-beach-photos_16001321_800914699_0_0_14076712_500.jpg"" />","<img src=""paste-8817567858689.jpg"" />"
mountainous,mou________us,/ˈmaʊntənəs/,"[sound:mountainous adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","having many mountains<div><i><font color=""#0000ff"">(có núi, lắm núi)</font></i></div>",a mountainous region/terrain,"<img src=""mountainous-countryside_244646918.jpg"" />",
precarious,pre______us,/prɪˈkerəriəs/,"[sound:precarious adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","(of a situation) not safe or certain; dangerous<div><i><font color=""#0000ff"">(không chắc chắn, bấp bênh, mong manh; hiểm nghèo, gieo neo)</font></i></div>",<div>He earned a precarious living as an artist.</div><div>The museum is in a financially precarious position.</div><div>The world is a precarious and unstable place.</div><div>They have a somewhat precarious existence.</div>,"<img src=""cmRETIREMENT_ARTICLE_wideweb__430x283,0.jpg"" />","<img src=""paste-9612136808449.jpg"" />"
remote,re_____e,/rɪˈmoʊt/,"[sound:remote adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary .mp3]","far away from places where other people live<div><i><font color=""#0000ff"">(xa xôi, hẻo lánh, cách biệt)</font></i></div>",<div>a remote beach</div><div>one of the remotest areas of the world</div>,"<img src=""paste-9964324126721.jpg"" />","<img src=""paste-9977209028609.jpg"" />"
rustic,ru___c,/ˈrʌstɪk/,"[sound:rustic adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary .mp3]","simple and often rough in appearance; typical of the countryside<div><i><font color=""#0000ff"">(mộc mạc, quê mùa; đậm chất thôn quê)</font></i></div>",an old cottage full of rustic charm<div><div>a rustic garden seat</div><div>a rustic fence</div></div>,"<img src=""Amazing-Rustic-House-Design-Ideas-12-620x350.jpg"" />",
spectacular,spe_______lar,&nbsp;/spekˈtækjələr/,"[sound:spectacular adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","<div>very impressive (synonym: breathtaking)</div><div><i><font color=""#0000ff"">(đẹp mắt, ngoạn mục)</font></i></div>",<div>spectacular scenery</div><div>Messi scored a spectacular goal.</div><div>It was a spectacular achievement on their part.</div><div>a spectacular display of fireworks</div>,"<img src=""paste-10685878632449.jpg"" />","<img src=""paste-10698763534337.jpg"" />"
stunning,st_____ing,/ˈstʌnɪŋ/,"[sound:stunning adjective - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]","extremely beautiful or attractive /&nbsp;shocking or very impressive<div><i><font color=""#0000ff"">(tuyệt đẹp / ngoạn mục / hết sức bất ngờ)</font></i></div>",<div>You look absolutely stunning!</div><div>a stunning view of the lake</div><div>He suffered a stunning defeat in the election.</div>,"<img src=""bSmY2N.jpg"" />","<img src=""paste-11166914969601.jpg"" />"
attract,at___ct,&nbsp;/əˈtrækt/,"[sound:attract verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at O.mp3]","to pull or draw someone or something towards them, by the qualities they have, especially good ones<div><i><font color=""#0000ff"">(thu hút, hấp dẫn, lôi cuốn)</font></i></div>",I had always been attracted by the idea of working abroad.<div>These flowers are brightly coloured in order to attract butterflies.</div><div>I am attracted to Mary. She's just so beautiful!</div>,"<img src=""attracting-love.jpg"" />","<img src=""paste-11536282157057_1470756627995.jpg"" /><div><img src=""paste-11549167058945.jpg"" /></div>"
damage,da_____e,/ˈdæmɪdʒ/,"[sound:damage verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","<div>to harm or spoil something</div><i><font color=""#0000ff"">(làm hư hại, làm hỏng, làm tổn thương, gây thiệt hại, gây tổn hại)</font></i>",<div>The fire badly damaged the town hall.</div><div>Several vehicles were damaged in the crash.</div><div>Smoking seriously damages your health.</div>,"<img src=""paste-12017318494209.jpg"" />","<img src=""paste-12030203396097.jpg"" />"
outweigh,ou_____gh,/ˌaʊtˈweɪ/,"[sound:outweigh verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at .mp3]","to be greater or more important than something<div><i><font color=""#0000ff"">(có nhiều tác dụng hơn, có nhiều giá trị hơn, có nhiều ảnh hưởng hơn)</font></i></div>",<div>The advantages far outweigh the disadvantages.</div><div>The risks are vastly outweighed by the potential benefits.</div>,"<img src=""outweigh_2.jpg"" />","<img src=""paste-12403865550849.jpg"" />"
bureaucrat,bur______rat,/ˈbjʊrəkræt/,"[sound:bureaucrat noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","<div>an official working in an organization or a government department, especially one who follows the rules of the department too strictly</div><div><i><font color=""#0000ff"">(quan lại, công chức, người quan liêu)</font></i></div>",It turned out she was one of those faceless bureaucrats who control our lives,"<img src=""7-tren-a1427.jpg"" />",
civil servant,ci___l se____nt,/ˌsɪv.əl ˈsɝː.vənt/,"[sound:civil servant noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionar.mp3]",người làm trong lĩnh vực hành chính công,He’s a 35-year-old civil servant with two young children.,"<img src=""Difference-between-Civil-Servant-and-Public-Servant-image-1-1024x686.jpg"" />","<img src=""paste-13026635808769.jpg"" />"
community,co_______ity,/kəˈmjuːnəti/&nbsp;,"[sound:community noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at.mp3]","all the people who live in a particular area, country, etc. when talked about as a group<div><i><font color=""#0000ff"">(cộng đồng)</font></i></div>",The local community was shocked by the murders.<div>the international community (= the countries of the world as a group)</div>,"<img src=""o-COMMUNITY-facebook.jpg"" />",
healthcare,he______are,/ˈhelθ.ker/,"[sound:health care noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary .mp3]","the service of providing medical care<div><i><font color=""#0000ff"">(dịch vụ chăm sóc sức khỏe)</font></i></div>",<div>the costs of health care for the elderly</div><div>health care workers/professionals</div>,"<img src=""paste-4501125726209 (1).jpg"" />",
mayor,m___or,&nbsp;/ˈmeɪər/,"[sound:mayor noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Oxf.mp3]","the head of the government of a town or city, etc., elected by the public<div><i><font color=""#0000ff"">(thị trưởng)</font></i></div>",<div>The mayor has promised to cleanse the city of drug dealers .</div><div>The mayor and the city council are anxious to avoid getting entangled in the controversy.</div>,"<img src=""nu-thi-truong-dau-tien-cua-tokyo-3.jpg"" />",
parliament,par_____ent,&nbsp;/ˈpɑːrləmənt/&nbsp;,"[sound:parliament noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","the group of people who are elected to make and change the laws of a country<div><i><font color=""#0000ff"">(quốc hội, nghị viện)</font></i></div>",The German parliament is called the ‘Bundestag’.<div>On Tuesday the country's parliament voted to establish its own army.</div>,"<img src=""paste-5991479377921.jpg"" />",
military service,mil_____ry se___ce,/ˌmɪl.ɪ.ter.i ˈsɝː.vɪs/,"[sound:military service noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictio.mp3]","a period during which young people train in the armed forces<div><i><font color=""#0000ff"">(thời gian tại ngũ, thời gian trong quân đội)</font></i></div>",<div>to be called up for military service</div><div>She has to do her military service.</div>,"<img src=""us-military.jpg"" />",
notion,no____n,/ˈnoʊʃn/,"[sound:notion noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary at Ox.mp3]","an idea, a belief or an understanding of something<div><i><font color=""#0000ff"">(ý&nbsp;niệm, khái niệm, ý kiến, quan điểm)</font></i></div>",<div>a political system based on the notions of equality and liberty</div><div>She had only a vague notion of what might happen.</div>,"<img src=""bright-gloeilamp_318-69344.png"" />","<img src=""paste-7000796692481 (1).jpg"" />"
old-age pension,old-age pe____on,/ˌoʊld eɪdʒ ˈpen.ʃən/&nbsp;,"[sound:old-age pension noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","a regular income paid by the state to people above a particular age<div>(tiền lương hưu, tiền trợ cấp hưu trí)</div>",,"<img src=""Pensions-savings-budget-retirement-566264.jpg"" />",
safety net,sa____y n__t,/ˈseɪf.ti ˌnet/,"[sound:safety net noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary a.mp3]","an arrangement that helps to prevent disaster if something goes wrong<div><i><font color=""#0000ff"">(lưới an toàn (nghĩa bóng))</font></i></div>",a financial safety net<div>The welfare system was set up to provide a safety net for the poor.</div>,"<img src=""400.jpg"" />",
social services,so___l se____ces,/ˌsoʊ.ʃəl ˈsɝː.vɪs/,"[sound:social services noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Diction.mp3]","a system that is organized by the local government to help people who have financial or family problems<div><i><font color=""#0000ff"">(dịch vụ xã hội)</font></i></div>",<div>a leaflet on the range of social services available</div><div>the local social services department</div>,"<img src=""paste-8031588843521.jpg"" />",
unemployment benefit,une__________ent be____fit,/ʌn.ɪmˈplɔɪ.mənt ˌben.ə.fɪt/,"[sound:unemployment benefit noun - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Di.mp3]","money paid by the government to somebody who is unemployed<div><i><font color=""#0000ff"">(tiền trợ cấp thất nghiệp)</font></i></div>",<div>people on (= receiving) unemployment benefit</div><div>Applications for unemployment benefits dropped last month.</div>,"<img src=""paste-8478265442305.jpg"" />",
leader of the opposition,leader of the op______ion,,[sound:leader of the opposition.mp3],"<i><font color=""#0000ff"">lãnh đạo phe đối lập</font></i>",,"<img src=""paste-38113539784705.jpg"" />",
lose control of,l___e co_____ol of,,[sound:lose control of.mp3],"<i><font color=""#0000ff"">mất quyền kiểm soát</font></i>",,"<img src=""paste-40127879446529.jpg"" />",
social welfare,so___l we____re,/ˌsoʊ.ʃəl ˈwel.fer/,[sound:social welfare.mp3],"services provided by the government or private organizations to help poor, ill, or old people<div><i><font color=""#0000ff"">(phúc lợi xã hội)</font></i></div>",,"<img src=""social-welfare-scholarships.jpg"" />",
miscalculate,mis_______ate,/ˌmɪsˈkælkjuleɪt/,"[sound:miscalculate verb - Definition, pictures, pronunciation and usage notes _ Oxford Advanced Learner_apos;s Dictionary.mp3]","to estimate an amount, a figure, a measurement, etc. wrongly<div><i><font color=""#0000ff"">(tính sai, tính nhầm)</font></i></div>",They had seriously miscalculated the effect of inflation<div>He had miscalculated how long the trip would take.</div>,"<img src=""Miscalculate.jpg"" />","<img src=""paste-10333691314177.jpg"" />"
